id,osm_id,latitude,longitude
692,4381869474,18.7418907,73.4238828
693,4381869475,18.744583,73.4204815
694,4381869477,18.7439308,73.4208924
695,4381869478,18.744045,73.4213585
696,4381869479,18.741448,73.4186261
697,4381869480,18.7420364,73.4189956
698,4381869483,18.7393909,73.4195437
699,4381869484,18.7388874,73.4196534
700,4381869487,18.7378261,73.4195651
701,4381869792,18.7359066,73.4193371
702,4381875804,18.7404486,73.4185143
703,4381875805,18.7405897,73.4192146
704,4381875806,18.7404955,73.4188318
705,4381875811,18.7396064,73.4194897
706,4381875812,18.7403442,73.4201495
707,4381875813,18.7392113,73.4195931
708,4381875816,18.7390971,73.4206024
709,4381875818,18.7400821,73.4205653
710,4381875820,18.7393518,73.4203601
711,4381875821,18.7391995,73.4219845
712,4381875826,18.7385953,73.4207052
713,4381875827,18.7386622,73.4215843
714,4381875829,18.7383856,73.4204838
715,4381875831,18.7381652,73.423229
716,4381875832,18.7365882,73.4225559
717,4381875837,18.7384189,73.4228825
718,4381875838,18.7411051,73.4244066
719,4381875842,18.7390654,73.4244327
720,4381875843,18.7405575,73.4245726
721,4381875845,18.7408009,73.4253568
722,4381875846,18.7403295,73.4242933
723,4381875848,18.7401082,73.4250866
724,4381875849,18.7400467,73.4243043
725,4381875850,18.7400033,73.4248573
726,4381875851,18.7383557,73.4244223
727,4381875852,18.7394697,73.4252458
728,4381875853,18.7395688,73.4243503
729,4381875855,18.7384156,73.423845
730,4381875856,18.7395345,73.4242008
731,4381875857,18.7390754,73.4241522
732,4381875858,18.7404083,73.4270797
733,4381875863,18.7396513,73.4261464
734,4381891088,18.7424224,73.4106455
735,4381892802,18.7404424,73.4108915
736,4381892803,18.7463814,73.4021446
737,4381892808,18.7473112,73.3988642
738,4381892809,18.746973,73.3986411
739,4381892816,18.746261,73.3907651
740,4381897173,18.7562428,73.4101753
741,4381897174,18.7572309,73.4084626
